"id","eventid","source","displaypath","priority","eventtype","eventflags","eventtime"
5971090,"74fc4308-1912-4efb-9f47-c558f2582601",prov:default:/tag:L2/Monorail/Trolley_6/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 6 Error ,3,1,16,2024-05-22 17:01:37.957
5971089,d7a97c86-f244-42e5-8656-8a419cd6763c,prov:default:/tag:L2/Monorail/Trolley_11/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 11 Error ,3,1,16,2024-05-22 17:01:36.953
5971087,"44012e69-afdd-45b4-9958-122959de14b1",prov:default:/tag:L2/Monorail/Trolley_6/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 6 Error ,3,2,20,2024-05-22 17:01:35.953
5971088,"74fc4308-1912-4efb-9f47-c558f2582601",prov:default:/tag:L2/Monorail/Trolley_6/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 6 Error ,3,0,0,2024-05-22 17:01:35.953
5971085,c5502373-d29e-4aee-a246-2ade2fd51a89,prov:default:/tag:L2/Monorail/Trolley_11/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 11 Error ,3,2,20,2024-05-22 17:01:34.950
5971086,d7a97c86-f244-42e5-8656-8a419cd6763c,prov:default:/tag:L2/Monorail/Trolley_11/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 11 Error ,3,0,0,2024-05-22 17:01:34.950
5971084,f019e9ac-1013-409a-ba9f-7daf2c63cb12,prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,1,16,2024-05-22 17:00:33.337
5971082,"3b9a4595-833c-4cc8-817a-550b5d53f141",prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,2,20,2024-05-22 17:00:31.330
5971083,f019e9ac-1013-409a-ba9f-7daf2c63cb12,prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,0,0,2024-05-22 17:00:31.330
5971080,"966dec84-7a4b-47a4-a348-097866d4897a",prov:default:/tag:L2/Wrapping/Conveyors/WRP1A050/Out_Fault:/alm:Out_Fault,WRP1A050.Out_Fault,4,1,16,2024-05-22 16:59:32.720
5971081,"36940ef0-113d-41d0-8761-679f2884f232",prov:default:/tag:L2/Wrapping/Conveyors/WRP1A050/Out_JamFault:/alm:Out_JamFault,WRP1A050.Out_JamFault,3,1,16,2024-05-22 16:59:32.720
5971078,"212cee1a-249b-445c-b97b-94affffdaf2e",prov:default:/tag:L2/Riantics/GantrySystem1_Alarm/LPF1_113:/alm:Alarm,GantrySystem1_AlarmLPF1_113,3,2,20,2024-05-22 16:59:27.210
5971079,f374b745-6ebf-4a3f-9ae7-68e49e51ffe8,prov:default:/tag:L2/Riantics/GantrySystem1_Alarm/LPF1_113:/alm:Alarm,GantrySystem1_AlarmLPF1_113,3,0,0,2024-05-22 16:59:27.210
5971076,fa0809c6-b2d2-4654-b97a-436958ecd1af,prov:default:/tag:L2/TruckDock/NewCastle/Stacker2/BrdStkMsgErr:/alm:Alarm,Stacker2 Board Dispenser Error,4,1,16,2024-05-22 16:58:59.657
5971077,bbd3e2ee-9cc9-4e00-9c22-4ed93a7fd080,prov:default:/tag:L2/TruckDock/NewCastle/Stacker2/TM65:/alm:Alarm,TD2 Stacker TM65 Error - PSB Stack Full,4,1,16,2024-05-22 16:58:59.657
5971072,"6ea596b6-d67c-4c6e-8e5f-de84f7e1f3c3",prov:default:/tag:L2/TruckDock/NewCastle/Stacker2/BrdStkMsgErr:/alm:Alarm,Stacker2 Board Dispenser Error,4,2,20,2024-05-22 16:58:52.643
5971073,fa0809c6-b2d2-4654-b97a-436958ecd1af,prov:default:/tag:L2/TruckDock/NewCastle/Stacker2/BrdStkMsgErr:/alm:Alarm,Stacker2 Board Dispenser Error,4,0,0,2024-05-22 16:58:52.643
5971074,"3c146489-db6b-4a70-a080-e9bc352ac933",prov:default:/tag:L2/TruckDock/NewCastle/Stacker2/TM65:/alm:Alarm,TD2 Stacker TM65 Error - PSB Stack Full,4,2,20,2024-05-22 16:58:52.643
5971075,bbd3e2ee-9cc9-4e00-9c22-4ed93a7fd080,prov:default:/tag:L2/TruckDock/NewCastle/Stacker2/TM65:/alm:Alarm,TD2 Stacker TM65 Error - PSB Stack Full,4,0,0,2024-05-22 16:58:52.643
5971071,"67b5fb10-f972-4dae-89b7-ab24af1079cc",prov:default:/tag:L2/Monorail/Trolley_6/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 6 Error ,3,1,16,2024-05-22 16:58:42.123
5971069,e52d5e19-e90d-4237-ab24-afaeffb53068,prov:default:/tag:L2/Monorail/Trolley_6/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 6 Error ,3,2,20,2024-05-22 16:58:40.117
5971070,"67b5fb10-f972-4dae-89b7-ab24af1079cc",prov:default:/tag:L2/Monorail/Trolley_6/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 6 Error ,3,0,0,2024-05-22 16:58:40.117
5971068,"70508f62-52c6-4597-bccb-83469c405b3c",prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,1,16,2024-05-22 16:57:35.010
5971066,ca5cec18-b62c-495a-a119-44b9df1410ba,prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,2,20,2024-05-22 16:57:33.007
5971067,"70508f62-52c6-4597-bccb-83469c405b3c",prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,0,0,2024-05-22 16:57:33.007
5971065,c74e81f7-5015-45fc-ba2d-94de0acef57c,prov:default:/tag:L2/ASRS/Conveyors/ASRS5A040/Out_JamFault:/alm:Out_JamFault,ASRS5A040.Out_JamFault,3,1,16,2024-05-22 16:57:13.970
5971064,"37b7d136-18e8-4f2b-aa81-769ff2492569",prov:default:/tag:L2/ASRS/Conveyors/ASRS5A040/Out_Fault:/alm:Out_Fault,ASRS5A040.Out_Fault,4,1,16,2024-05-22 16:57:13.967
5971062,"1b39ad14-5696-44af-875e-ceea347adf69",prov:default:/tag:L2/ASRS/Conveyors/ASRS5A040/Out_JamFault:/alm:Out_JamFault,ASRS5A040.Out_JamFault,3,2,20,2024-05-22 16:57:06.957
5971063,c74e81f7-5015-45fc-ba2d-94de0acef57c,prov:default:/tag:L2/ASRS/Conveyors/ASRS5A040/Out_JamFault:/alm:Out_JamFault,ASRS5A040.Out_JamFault,3,0,0,2024-05-22 16:57:06.957
5971060,"87074787-aab1-46f0-95f3-3cb37b955cf4",prov:default:/tag:L2/ASRS/Conveyors/ASRS5A040/Out_Fault:/alm:Out_Fault,ASRS5A040.Out_Fault,4,2,20,2024-05-22 16:57:05.953
5971061,"37b7d136-18e8-4f2b-aa81-769ff2492569",prov:default:/tag:L2/ASRS/Conveyors/ASRS5A040/Out_Fault:/alm:Out_Fault,ASRS5A040.Out_Fault,4,0,0,2024-05-22 16:57:05.953
5971059,bfaf95f4-69aa-4c93-8d57-f2241374317b,prov:default:/tag:L2/ASRS/Conveyors/ASRS5A050_T1/Out_Fault:/alm:Out_Fault,ASRS5A050_T1.Out_Fault,4,1,16,2024-05-22 16:57:02.447
5971058,"3de94ecf-481c-4e16-a66c-d7b9fbafca62",prov:default:/tag:L2/ASRS/Conveyors/ASRS5A050_T1/Fault_Bits:/alm:Alarm,ASRS5A050_T1.Fault_Bits,4,1,28,2024-05-22 16:57:01.947
5971056,"4f4f2463-2ae9-4bff-8da7-4b8587043df2",prov:default:/tag:L2/TruckDock/NewCastle/Stacker1/TM65:/alm:Alarm,TD1 Stacker TM65 Error - PSB Stack Full,4,1,16,2024-05-22 16:57:00.943
5971057,"78112cbb-5d64-4345-9820-9fb4921e1152",prov:default:/tag:L2/TruckDock/NewCastle/Stacker1/BrdStkMsgErr:/alm:Alarm,Stacker1 Board Dispenser Error,4,1,16,2024-05-22 16:57:00.943
5971052,"0c12ba5e-a058-422b-b80a-c3d4b2b451ea",prov:default:/tag:L2/TruckDock/NewCastle/Stacker1/TM65:/alm:Alarm,TD1 Stacker TM65 Error - PSB Stack Full,4,2,20,2024-05-22 16:56:52.930
5971053,"4f4f2463-2ae9-4bff-8da7-4b8587043df2",prov:default:/tag:L2/TruckDock/NewCastle/Stacker1/TM65:/alm:Alarm,TD1 Stacker TM65 Error - PSB Stack Full,4,0,0,2024-05-22 16:56:52.930
5971054,"6e5b8a48-5d47-4bea-8008-727fdcc1745a",prov:default:/tag:L2/TruckDock/NewCastle/Stacker1/BrdStkMsgErr:/alm:Alarm,Stacker1 Board Dispenser Error,4,2,20,2024-05-22 16:56:52.930
5971055,"78112cbb-5d64-4345-9820-9fb4921e1152",prov:default:/tag:L2/TruckDock/NewCastle/Stacker1/BrdStkMsgErr:/alm:Alarm,Stacker1 Board Dispenser Error,4,0,0,2024-05-22 16:56:52.930
5971051,d41c8790-7354-4022-bb96-a20684d553de,prov:default:/tag:L2/Monorail/Trolley_16/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 16 Error ,3,1,16,2024-05-22 16:56:32.397
5971049,"9f6e0881-fc59-4456-b137-b93a3694eb10",prov:default:/tag:L2/Monorail/Trolley_16/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 16 Error ,3,2,20,2024-05-22 16:56:30.393
5971050,d41c8790-7354-4022-bb96-a20684d553de,prov:default:/tag:L2/Monorail/Trolley_16/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 16 Error ,3,0,0,2024-05-22 16:56:30.393
5971048,"3de94ecf-481c-4e16-a66c-d7b9fbafca62",prov:default:/tag:L2/ASRS/Conveyors/ASRS5A050_T1/Fault_Bits:/alm:Alarm,ASRS5A050_T1.Fault_Bits,4,0,0,2024-05-22 16:56:29.893
5971046,f7e105e4-b73b-414e-806c-38ad4e822742,prov:default:/tag:L2/ASRS/Conveyors/ASRS5A050_T1/Out_Fault:/alm:Out_Fault,ASRS5A050_T1.Out_Fault,4,2,20,2024-05-22 16:56:29.393
5971047,bfaf95f4-69aa-4c93-8d57-f2241374317b,prov:default:/tag:L2/ASRS/Conveyors/ASRS5A050_T1/Out_Fault:/alm:Out_Fault,ASRS5A050_T1.Out_Fault,4,0,0,2024-05-22 16:56:29.393
5971045,"670c91e3-8ff9-4b2d-9263-726a73c96100",prov:default:/tag:L2/ASRS/Conveyors/ASRS5A050_T1/Out_Fault:/alm:Out_Fault,ASRS5A050_T1.Out_Fault,4,1,16,2024-05-22 16:55:40.800
5971044,"36c5fba9-2e2d-4dde-b8eb-e52672645021",prov:default:/tag:L2/ASRS/Conveyors/ASRS5A050_T1/Fault_Bits:/alm:Alarm,ASRS5A050_T1.Fault_Bits,4,1,28,2024-05-22 16:55:40.300
5971043,bcbae80a-f017-4506-b02b-dac627bb94a0,prov:default:/tag:L2/Monorail/Trolley_15/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 15 Error ,3,1,16,2024-05-22 16:55:19.253
5971041,"5b33a71f-1625-443b-864b-16414a2f66bd",prov:default:/tag:L2/Monorail/Trolley_15/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 15 Error ,3,2,20,2024-05-22 16:55:17.250
5971042,bcbae80a-f017-4506-b02b-dac627bb94a0,prov:default:/tag:L2/Monorail/Trolley_15/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 15 Error ,3,0,0,2024-05-22 16:55:17.247
5971039,"11d4b05d-9c0b-4bd9-b87e-f61fdf333715",prov:default:/tag:L2/ASRS/Conveyors/ASRS5A050_T1/Out_Fault:/alm:Out_Fault,ASRS5A050_T1.Out_Fault,4,2,20,2024-05-22 16:55:10.733
5971040,"670c91e3-8ff9-4b2d-9263-726a73c96100",prov:default:/tag:L2/ASRS/Conveyors/ASRS5A050_T1/Out_Fault:/alm:Out_Fault,ASRS5A050_T1.Out_Fault,4,0,0,2024-05-22 16:55:10.733
5971038,"36c5fba9-2e2d-4dde-b8eb-e52672645021",prov:default:/tag:L2/ASRS/Conveyors/ASRS5A050_T1/Fault_Bits:/alm:Alarm,ASRS5A050_T1.Fault_Bits,4,0,0,2024-05-22 16:55:10.233
5971037,"112ab543-86fc-4ae8-a2b0-f1027e69b072",prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,1,16,2024-05-22 16:54:57.717
5971035,"18be22df-13e5-4dcb-a8ab-325655e02195",prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,2,20,2024-05-22 16:54:55.710
5971036,"112ab543-86fc-4ae8-a2b0-f1027e69b072",prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,0,0,2024-05-22 16:54:55.710
5971034,dae24045-e50e-41ed-801e-8e064c6888f6,prov:default:/tag:L2/Monorail/Trolley_12/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 12 Error ,3,1,16,2024-05-22 16:54:25.163
5971032,"94e35b30-8330-4d9e-815e-e3cd1e188628",prov:default:/tag:L2/Monorail/Trolley_12/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 12 Error ,3,2,20,2024-05-22 16:54:23.160
5971033,dae24045-e50e-41ed-801e-8e064c6888f6,prov:default:/tag:L2/Monorail/Trolley_12/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 12 Error ,3,0,0,2024-05-22 16:54:23.160
5971031,"8ad2966a-df6d-431f-9f8f-edf2a8996d6a",prov:default:/tag:L2/Monorail/Trolley_9/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 9 Error ,3,1,16,2024-05-22 16:54:07.637
5971029,ec47afd1-b9f4-479e-9ea5-8c92654363fc,prov:default:/tag:L2/Monorail/Trolley_9/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 9 Error ,3,2,20,2024-05-22 16:54:05.637
5971030,"8ad2966a-df6d-431f-9f8f-edf2a8996d6a",prov:default:/tag:L2/Monorail/Trolley_9/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 9 Error ,3,0,0,2024-05-22 16:54:05.637
5971028,"86b4a89f-9826-4e69-a364-906219c8c3dd",prov:default:/tag:L2/Monorail/Trolley_7/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 7 Error ,3,1,16,2024-05-22 16:53:27.563
5971026,bd140fbb-5b4b-4dcf-a16c-e1f63fa8b45e,prov:default:/tag:L2/Monorail/Trolley_7/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 7 Error ,3,2,20,2024-05-22 16:53:25.560
5971027,"86b4a89f-9826-4e69-a364-906219c8c3dd",prov:default:/tag:L2/Monorail/Trolley_7/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 7 Error ,3,0,0,2024-05-22 16:53:25.560
5971025,b6b4fe8a-7963-4934-b2a3-be7363a50aa5,prov:default:/tag:L2/Monorail/Trolley_11/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 11 Error ,3,1,16,2024-05-22 16:53:19.050
5971023,b63c06ff-0707-4186-ab02-5240c8d2c14d,prov:default:/tag:L2/Monorail/Trolley_11/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 11 Error ,3,2,20,2024-05-22 16:53:17.047
5971024,b6b4fe8a-7963-4934-b2a3-be7363a50aa5,prov:default:/tag:L2/Monorail/Trolley_11/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 11 Error ,3,0,0,2024-05-22 16:53:17.047
5971021,"7463e82d-4aa3-45fc-9f85-9753669d9250",prov:default:/tag:L2/TruckDock/Conveyors/SHP2A020/US_DoorCloseFault:/alm:US_DoorCloseFault,SHP2A020.US_DoorCloseFault,3,1,16,2024-05-22 16:53:12.537
5971022,dec6ec40-3b63-454d-98d1-353ff4f1f3e5,prov:default:/tag:L2/TruckDock/Conveyors/SHP2A020/Out_Fault:/alm:Out_Fault,SHP2A020.Out_Fault,4,1,16,2024-05-22 16:53:12.537
5971020,"9b4df715-ae79-4e8c-a97a-e11c895e3a0d",prov:default:/tag:L2/Monorail/Trolley_6/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 6 Error ,3,1,16,2024-05-22 16:53:06.527
5971018,e0387111-e2ba-4e06-afc6-1210ecbc05b5,prov:default:/tag:L2/Monorail/Trolley_6/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 6 Error ,3,2,20,2024-05-22 16:53:04.520
5971019,"9b4df715-ae79-4e8c-a97a-e11c895e3a0d",prov:default:/tag:L2/Monorail/Trolley_6/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 6 Error ,3,0,0,2024-05-22 16:53:04.520
5971017,"8a59ac1c-17ef-438e-a62f-b93757df54a2",prov:default:/tag:L2/Monorail/Trolley_1/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 1 Error ,3,1,16,2024-05-22 16:52:31.457
5971015,aa844416-ce29-4f7b-9f38-bc01611a31dc,prov:default:/tag:L2/Monorail/Trolley_1/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 1 Error ,3,2,20,2024-05-22 16:52:29.453
5971016,"8a59ac1c-17ef-438e-a62f-b93757df54a2",prov:default:/tag:L2/Monorail/Trolley_1/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 1 Error ,3,0,0,2024-05-22 16:52:29.453
5971014,ea3a2809-8cda-455a-8d14-f6ebbc4c259f,prov:default:/tag:L2/Monorail/Trolley_15/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 15 Error ,3,1,16,2024-05-22 16:52:27.450
5971012,"48ce8473-efbf-44c9-a7bd-c3b0a2f47ae9",prov:default:/tag:L2/Monorail/Trolley_15/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 15 Error ,3,2,20,2024-05-22 16:52:25.447
5971013,ea3a2809-8cda-455a-8d14-f6ebbc4c259f,prov:default:/tag:L2/Monorail/Trolley_15/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 15 Error ,3,0,0,2024-05-22 16:52:25.447
5971011,a56350dc-b814-443b-9c25-54bcaba9b3c8,prov:default:/tag:L2/Monorail/Trolley_12/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 12 Error ,3,1,16,2024-05-22 16:51:55.390
5971009,d8817cca-2832-4ab3-9811-e51aa5e25ac5,prov:default:/tag:L2/Monorail/Trolley_12/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 12 Error ,3,2,20,2024-05-22 16:51:53.387
5971010,a56350dc-b814-443b-9c25-54bcaba9b3c8,prov:default:/tag:L2/Monorail/Trolley_12/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 12 Error ,3,0,0,2024-05-22 16:51:53.387
5971008,"9c80a9de-afd6-4293-8d23-0c9502533b86",prov:default:/tag:L2/Monorail/Trolley_9/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 9 Error ,3,1,16,2024-05-22 16:51:39.363
5971006,d4df2edb-7154-498d-93db-cbd31a3a5af2,prov:default:/tag:L2/Monorail/Trolley_9/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 9 Error ,3,2,20,2024-05-22 16:51:37.360
5971007,"9c80a9de-afd6-4293-8d23-0c9502533b86",prov:default:/tag:L2/Monorail/Trolley_9/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 9 Error ,3,0,0,2024-05-22 16:51:37.360
5971005,e98417ff-c5dd-425a-a710-d5f7efd89b2c,prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,1,16,2024-05-22 16:51:26.343
5971003,e58f9216-40f6-4bed-b91a-7de9abed17f7,prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,2,20,2024-05-22 16:51:23.340
5971004,e98417ff-c5dd-425a-a710-d5f7efd89b2c,prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,0,0,2024-05-22 16:51:23.337
5971002,e01e4785-8ffd-498e-8cc0-a3d66323ecc9,prov:default:/tag:L2/Monorail/Trolley_17/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 17 Error ,3,1,16,2024-05-22 16:51:05.307
5971000,b7d6f67c-de7e-4853-9980-475a7c0419da,prov:default:/tag:L2/Monorail/Trolley_17/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 17 Error ,3,2,20,2024-05-22 16:51:03.303
5971001,e01e4785-8ffd-498e-8cc0-a3d66323ecc9,prov:default:/tag:L2/Monorail/Trolley_17/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 17 Error ,3,0,0,2024-05-22 16:51:03.303
5970999,aa58f930-482e-457a-8ca2-ab9df5acb3fe,prov:default:/tag:L2/Monorail/Trolley_4/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 4 Error ,3,1,16,2024-05-22 16:50:31.747
5970997,e335d40f-542c-4214-858c-e139c05d35b3,prov:default:/tag:L2/Monorail/Trolley_4/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 4 Error ,3,2,20,2024-05-22 16:50:29.743
5970998,aa58f930-482e-457a-8ca2-ab9df5acb3fe,prov:default:/tag:L2/Monorail/Trolley_4/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 4 Error ,3,0,0,2024-05-22 16:50:29.743
5970995,"67ae75ab-c5ac-4c21-9387-9be1405cd92c",prov:default:/tag:L2/ASRS/Conveyors/ASRS3B030/Out_Fault:/alm:Out_Fault,ASRS3B030.Out_Fault,4,1,16,2024-05-22 16:50:25.737
5970996,d22037af-101f-4d8e-beee-7c8ab72e822b,prov:default:/tag:L2/ASRS/Conveyors/ASRS3B030/Out_JamFault:/alm:Out_JamFault,ASRS3B030.Out_JamFault,3,1,16,2024-05-22 16:50:25.737
5970994,"30236ec0-4644-4fe3-ae4f-a9f54eeb10bf",prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane2_Alarm/Error_Status:/alm:Alarm121,Crane2_AlarmError,3,1,16,2024-05-22 16:50:18.623
5970993,f21b69e6-7e50-49a3-9ddc-a033de525b81,prov:default:/tag:L2/ASRS/Crane2_Status/Error_Status:/alm:SemiAuto_Status,Crane2_Status Status,3,1,16,2024-05-22 16:50:14.720
5970992,bfeaa908-f8cf-4aae-bc21-be2d103d0080,prov:default:/tag:L2/ASRS/Cranes/Crane2_Status/Crane2_Error:/alm:Faulted,ASRS Crane 2,3,1,16,2024-05-22 16:50:14.217
5970989,cfecb73b-a6be-4485-89ae-9cee4190e9cb,prov:default:/tag:L2/ASRS/Crane2_Status/Error_Status:/alm:SemiAuto_Status,Crane2_Status Status,3,2,20,2024-05-22 16:50:12.717
5970990,f21b69e6-7e50-49a3-9ddc-a033de525b81,prov:default:/tag:L2/ASRS/Crane2_Status/Error_Status:/alm:SemiAuto_Status,Crane2_Status Status,3,0,0,2024-05-22 16:50:12.717
5970991,"33442338-171d-4cc3-9be4-c2ffefa4b96e",prov:default:/tag:L2/ASRS/Crane2_Status/Error_Status:/alm:Stopped_Status,Crane2_Status Status,3,1,16,2024-05-22 16:50:12.717
5970988,def45885-7a87-43d5-a8cc-bef08c19193c,prov:default:/tag:L2/Monorail/Trolley_5/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 5 Error ,3,1,16,2024-05-22 16:49:57.193
5970986,d31a470b-b48b-457a-b343-5a48b4695df9,prov:default:/tag:L2/Monorail/Trolley_5/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 5 Error ,3,2,20,2024-05-22 16:49:55.187
5970987,def45885-7a87-43d5-a8cc-bef08c19193c,prov:default:/tag:L2/Monorail/Trolley_5/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 5 Error ,3,0,0,2024-05-22 16:49:55.187
5970985,"1715d918-8c4e-4cfd-8347-afe027f2d03b",prov:default:/tag:L2/Monorail/Trolley_2/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 2 Error ,3,1,16,2024-05-22 16:49:36.653
5970983,"9e16c7af-2de8-4dbf-b24c-50252ded11c8",prov:default:/tag:L2/Monorail/Trolley_2/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 2 Error ,3,2,20,2024-05-22 16:49:34.650
5970984,"1715d918-8c4e-4cfd-8347-afe027f2d03b",prov:default:/tag:L2/Monorail/Trolley_2/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 2 Error ,3,0,0,2024-05-22 16:49:34.650
5970982,"018b6529-a293-45c5-8a51-c642288cffe8",prov:default:/tag:L2/Monorail/Trolley_7/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 7 Error ,3,1,16,2024-05-22 16:49:05.090
5970980,"99c8d9fb-ce57-44d9-a695-9cb15a7c77db",prov:default:/tag:L2/Monorail/Trolley_7/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 7 Error ,3,2,20,2024-05-22 16:49:03.087
5970981,"018b6529-a293-45c5-8a51-c642288cffe8",prov:default:/tag:L2/Monorail/Trolley_7/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 7 Error ,3,0,0,2024-05-22 16:49:03.087
5970977,"762f5e87-a23e-4407-9a8e-a6f991739593",prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,1,16,2024-05-22 16:48:50.560
5970978,"4679222b-acd1-4a5b-b085-fc95c5a438fc",prov:default:/tag:L2/ASRS/Conveyors/ASRS3B030/Out_JamFault:/alm:Out_JamFault,ASRS3B030.Out_JamFault,3,2,20,2024-05-22 16:48:50.560
5970979,d22037af-101f-4d8e-beee-7c8ab72e822b,prov:default:/tag:L2/ASRS/Conveyors/ASRS3B030/Out_JamFault:/alm:Out_JamFault,ASRS3B030.Out_JamFault,3,0,0,2024-05-22 16:48:50.560
5970975,b9c7fada-50be-43e6-b0c0-fd5ccceadb34,prov:default:/tag:L2/ASRS/Conveyors/ASRS3B030/Out_Fault:/alm:Out_Fault,ASRS3B030.Out_Fault,4,2,20,2024-05-22 16:48:49.557
5970976,"67ae75ab-c5ac-4c21-9387-9be1405cd92c",prov:default:/tag:L2/ASRS/Conveyors/ASRS3B030/Out_Fault:/alm:Out_Fault,ASRS3B030.Out_Fault,4,0,0,2024-05-22 16:48:49.557
5970972,"567d2c3b-218b-4bf0-a15c-d0ddc554c9c6",prov:default:/tag:L2/Monorail/Trolley_6/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 6 Error ,3,1,16,2024-05-22 16:48:47.553
5970973,"3c528904-6e5c-4873-83c1-26a3c3e3c809",prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,2,20,2024-05-22 16:48:47.553
5970974,"762f5e87-a23e-4407-9a8e-a6f991739593",prov:default:/tag:L2/Monorail/Trolley_8/gastTrolley_destination_Occupied:/alm:Alarm,Trolley 8 Error ,3,0,0,2024-05-22 16:48:47.553
5970970,f9d38d40-bf2a-47ba-a735-58fb823363ff,prov:default:/tag:L2/Monorail/Trolley_6/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 6 Error ,3,2,20,2024-05-22 16:48:45.550
5970971,"567d2c3b-218b-4bf0-a15c-d0ddc554c9c6",prov:default:/tag:L2/Monorail/Trolley_6/gastTrolley_ErXX_destinationFault:/alm:Alarm,Trolley 6 Error ,3,0,0,2024-05-22 16:48:45.550
